"","Param","Date","Year","Units","Month","Result"
"7059","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.07
"7060","pH",2009-08-26,2009,"pH","Aug",7.12
"7061","Temperature, water",2009-08-26,2009,"deg C","Aug",15.5
"7062","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.22
"7063","pH",2009-08-26,2009,"pH","Aug",7.27
"7064","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.15
"7065","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.4
"7066","pH",2009-08-26,2009,"pH","Aug",7.15
"7067","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.51
"7068","Temperature, water",2009-08-26,2009,"deg C","Aug",9.73
"7069","Temperature, water",2009-08-26,2009,"deg C","Aug",14.84
"7070","pH",2009-08-26,2009,"pH","Aug",6.9
"7071","Temperature, water",2009-08-26,2009,"deg C","Aug",14.38
"7072","pH",2009-08-26,2009,"pH","Aug",6.74
"7073","pH",2009-08-26,2009,"pH","Aug",6.84
"7074","Temperature, water",2009-08-26,2009,"deg C","Aug",15.08
"7075","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",6.92
"7076","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.09
"7077","Temperature, water",2009-08-26,2009,"deg C","Aug",15.29
"7078","pH",2009-08-26,2009,"pH","Aug",7.12
"7079","pH",2009-08-26,2009,"pH","Aug",7.27
"7080","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.26
"7081","Temperature, water",2009-08-26,2009,"deg C","Aug",15.42
"7082","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.15
"7083","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.41
"7084","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.47
"7085","Temperature, water",2009-08-26,2009,"deg C","Aug",9.7
"7086","pH",2009-08-26,2009,"pH","Aug",7.15
"7087","pH",2009-08-26,2009,"pH","Aug",6.89
"7088","Temperature, water",2009-08-26,2009,"deg C","Aug",14.81
"7089","Temperature, water",2009-08-26,2009,"deg C","Aug",14.29
"7090","pH",2009-08-26,2009,"pH","Aug",6.73
"7091","Temperature, water",2009-08-26,2009,"deg C","Aug",15.01
"7092","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",6.94
"7093","pH",2009-08-26,2009,"pH","Aug",6.84
"7094","pH",2009-08-26,2009,"pH","Aug",7.12
"7095","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.08
"7096","Temperature, water",2009-08-26,2009,"deg C","Aug",15.2
"7097","Temperature, water",2009-08-26,2009,"deg C","Aug",15.32
"7098","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.26
"7099","pH",2009-08-26,2009,"pH","Aug",7.26
"7100","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.16
"7101","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.41
"7102","pH",2009-08-26,2009,"pH","Aug",7.15
"7103","Temperature, water",2009-08-26,2009,"deg C","Aug",9.66
"7104","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.51
"7105","Temperature, water",2009-08-26,2009,"deg C","Aug",14.78
"7106","pH",2009-08-26,2009,"pH","Aug",6.9
"7107","Temperature, water",2009-08-26,2009,"deg C","Aug",14.21
"7108","pH",2009-08-26,2009,"pH","Aug",6.73
"7109","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",6.95
"7110","pH",2009-08-26,2009,"pH","Aug",6.85
"7111","Temperature, water",2009-08-26,2009,"deg C","Aug",14.98
"7112","pH",2009-08-26,2009,"pH","Aug",7.12
"7113","Temperature, water",2009-08-26,2009,"deg C","Aug",15.12
"7114","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.12
"7115","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.27
"7116","pH",2009-08-26,2009,"pH","Aug",7.27
"7117","Temperature, water",2009-08-26,2009,"deg C","Aug",15.25
"7118","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.15
"7119","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.41
"7120","Temperature, water",2009-08-26,2009,"deg C","Aug",9.61
"7121","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.54
"7122","pH",2009-08-26,2009,"pH","Aug",7.16
"7123","pH",2009-08-26,2009,"pH","Aug",6.9
"7124","Temperature, water",2009-08-26,2009,"deg C","Aug",14.75
"7125","Temperature, water",2009-08-26,2009,"deg C","Aug",14.14
"7126","pH",2009-08-26,2009,"pH","Aug",6.73
"7127","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",6.95
"7128","Temperature, water",2009-08-26,2009,"deg C","Aug",14.93
"7129","pH",2009-08-26,2009,"pH","Aug",6.84
"7130","Temperature, water",2009-08-26,2009,"deg C","Aug",15.05
"7131","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.17
"7132","pH",2009-08-26,2009,"pH","Aug",7.12
"7133","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.28
"7134","Temperature, water",2009-08-26,2009,"deg C","Aug",15.19
"7135","pH",2009-08-26,2009,"pH","Aug",7.26
"7136","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.17
"7137","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.41
"7138","pH",2009-08-26,2009,"pH","Aug",7.16
"7139","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.55
"7140","Temperature, water",2009-08-26,2009,"deg C","Aug",9.57
"7141","Temperature, water",2009-08-26,2009,"deg C","Aug",14.73
"7142","pH",2009-08-26,2009,"pH","Aug",6.9
"7143","pH",2009-08-26,2009,"pH","Aug",6.72
"7144","Temperature, water",2009-08-26,2009,"deg C","Aug",14.04
"7145","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",6.94
"7146","Temperature, water",2009-08-26,2009,"deg C","Aug",14.9
"7147","pH",2009-08-26,2009,"pH","Aug",6.85
"7148","Temperature, water",2009-08-26,2009,"deg C","Aug",14.97
"7149","pH",2009-08-26,2009,"pH","Aug",7.13
"7150","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.17
"7151","pH",2009-08-26,2009,"pH","Aug",7.27
"7152","Temperature, water",2009-08-26,2009,"deg C","Aug",15.1
"7153","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.31
"7154","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.18
"7155","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.41
"7156","pH",2009-08-26,2009,"pH","Aug",7.16
"7157","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.55
"7158","Temperature, water",2009-08-26,2009,"deg C","Aug",9.54
"7159","Temperature, water",2009-08-26,2009,"deg C","Aug",14.71
"7160","pH",2009-08-26,2009,"pH","Aug",6.9
"7161","Temperature, water",2009-08-26,2009,"deg C","Aug",13.98
"7162","pH",2009-08-26,2009,"pH","Aug",6.72
"7163","Temperature, water",2009-08-26,2009,"deg C","Aug",14.86
"7164","pH",2009-08-26,2009,"pH","Aug",6.84
"7165","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",6.95
"7166","Temperature, water",2009-08-26,2009,"deg C","Aug",14.88
"7167","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.21
"7168","pH",2009-08-26,2009,"pH","Aug",7.13
"7169","Temperature, water",2009-08-26,2009,"deg C","Aug",15.02
"7170","pH",2009-08-26,2009,"pH","Aug",7.28
"7171","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.35
"7172","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.18
"7173","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.4
"7174","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.56
"7175","Temperature, water",2009-08-26,2009,"deg C","Aug",9.5
"7176","pH",2009-08-26,2009,"pH","Aug",7.15
"7177","Temperature, water",2009-08-26,2009,"deg C","Aug",14.68
"7178","pH",2009-08-26,2009,"pH","Aug",6.9
"7179","pH",2009-08-26,2009,"pH","Aug",6.72
"7180","Temperature, water",2009-08-26,2009,"deg C","Aug",13.89
"7181","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",6.96
"7182","pH",2009-08-26,2009,"pH","Aug",6.84
"7183","Temperature, water",2009-08-26,2009,"deg C","Aug",14.83
"7184","pH",2009-08-26,2009,"pH","Aug",7.13
"7185","Temperature, water",2009-08-26,2009,"deg C","Aug",14.79
"7186","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.22
"7187","Temperature, water",2009-08-26,2009,"deg C","Aug",14.92
"7188","pH",2009-08-26,2009,"pH","Aug",7.27
"7189","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.35
"7190","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.17
"7191","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.41
"7192","pH",2009-08-26,2009,"pH","Aug",7.16
"7193","Temperature, water",2009-08-26,2009,"deg C","Aug",9.47
"7194","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.54
"7195","Temperature, water",2009-08-26,2009,"deg C","Aug",14.67
"7196","pH",2009-08-26,2009,"pH","Aug",6.9
"7197","pH",2009-08-26,2009,"pH","Aug",6.72
"7198","Temperature, water",2009-08-26,2009,"deg C","Aug",13.84
"7199","pH",2009-08-26,2009,"pH","Aug",6.84
"7200","Temperature, water",2009-08-26,2009,"deg C","Aug",14.8
"7201","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",6.97
"7202","pH",2009-08-26,2009,"pH","Aug",7.13
"7203","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.28
"7204","Temperature, water",2009-08-26,2009,"deg C","Aug",14.68
"7205","Temperature, water",2009-08-26,2009,"deg C","Aug",14.82
"7206","pH",2009-08-26,2009,"pH","Aug",7.27
"7207","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.37
"7208","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.18
"7209","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.41
"7210","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.59
"7211","pH",2009-08-26,2009,"pH","Aug",7.16
"7212","Temperature, water",2009-08-26,2009,"deg C","Aug",9.44
"7213","pH",2009-08-26,2009,"pH","Aug",6.9
"7214","Temperature, water",2009-08-26,2009,"deg C","Aug",14.64
"7215","pH",2009-08-26,2009,"pH","Aug",6.72
"7216","Temperature, water",2009-08-26,2009,"deg C","Aug",13.76
"7217","pH",2009-08-26,2009,"pH","Aug",6.84
"7218","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",6.97
"7219","Temperature, water",2009-08-26,2009,"deg C","Aug",14.76
"7220","Temperature, water",2009-08-26,2009,"deg C","Aug",14.6
"7221","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.25
"7222","pH",2009-08-26,2009,"pH","Aug",7.13
"7223","Temperature, water",2009-08-26,2009,"deg C","Aug",14.74
"7224","pH",2009-08-26,2009,"pH","Aug",7.28
"7225","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.41
"7226","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.18
"7227","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.41
"7228","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.57
"7229","pH",2009-08-26,2009,"pH","Aug",7.16
"7230","Temperature, water",2009-08-26,2009,"deg C","Aug",9.41
"7231","pH",2009-08-26,2009,"pH","Aug",6.9
"7232","Temperature, water",2009-08-26,2009,"deg C","Aug",14.61
"7233","Temperature, water",2009-08-26,2009,"deg C","Aug",13.71
"7234","pH",2009-08-26,2009,"pH","Aug",6.72
"7235","pH",2009-08-26,2009,"pH","Aug",6.85
"7236","Temperature, water",2009-08-26,2009,"deg C","Aug",14.73
"7237","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",6.98
"7238","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.32
"7239","Temperature, water",2009-08-26,2009,"deg C","Aug",14.5
"7240","pH",2009-08-26,2009,"pH","Aug",7.14
"7241","Temperature, water",2009-08-26,2009,"deg C","Aug",14.64
"7242","pH",2009-08-26,2009,"pH","Aug",7.28
"7243","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.4
"7244","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.2
"7245","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.4
"7246","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.57
"7247","Temperature, water",2009-08-26,2009,"deg C","Aug",9.37
"7248","pH",2009-08-26,2009,"pH","Aug",7.16
"7249","Temperature, water",2009-08-26,2009,"deg C","Aug",14.59
"7250","pH",2009-08-26,2009,"pH","Aug",6.9
"7251","pH",2009-08-26,2009,"pH","Aug",6.72
"7252","Temperature, water",2009-08-26,2009,"deg C","Aug",13.63
"7253","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",6.99
"7254","Temperature, water",2009-08-26,2009,"deg C","Aug",14.7
"7255","pH",2009-08-26,2009,"pH","Aug",6.85
"7256","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.33
"7257","Temperature, water",2009-08-26,2009,"deg C","Aug",14.42
"7258","pH",2009-08-26,2009,"pH","Aug",7.14
"7259","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.42
"7260","Temperature, water",2009-08-26,2009,"deg C","Aug",14.55
"7261","pH",2009-08-26,2009,"pH","Aug",7.28
"7262","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.2
"7263","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.41
"7264","pH",2009-08-26,2009,"pH","Aug",7.16
"7265","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.62
"7266","Temperature, water",2009-08-26,2009,"deg C","Aug",9.34
"7267","pH",2009-08-26,2009,"pH","Aug",6.9
"7268","Temperature, water",2009-08-26,2009,"deg C","Aug",14.57
"7269","Temperature, water",2009-08-26,2009,"deg C","Aug",13.58
"7270","pH",2009-08-26,2009,"pH","Aug",6.72
"7271","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.01
"7272","pH",2009-08-26,2009,"pH","Aug",6.85
"7273","Temperature, water",2009-08-26,2009,"deg C","Aug",14.66
"7274","Temperature, water",2009-08-26,2009,"deg C","Aug",14.34
"7275","pH",2009-08-26,2009,"pH","Aug",7.14
"7276","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.37
"7277","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.42
"7278","Temperature, water",2009-08-26,2009,"deg C","Aug",14.47
"7279","pH",2009-08-26,2009,"pH","Aug",7.28
"7280","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.2
"7281","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.41
"7282","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.62
"7283","pH",2009-08-26,2009,"pH","Aug",7.16
"7284","Temperature, water",2009-08-26,2009,"deg C","Aug",9.31
"7285","Temperature, water",2009-08-26,2009,"deg C","Aug",14.54
"7286","pH",2009-08-26,2009,"pH","Aug",6.9
"7287","pH",2009-08-26,2009,"pH","Aug",6.72
"7288","Temperature, water",2009-08-26,2009,"deg C","Aug",13.51
"7289","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.02
"7290","pH",2009-08-26,2009,"pH","Aug",6.85
"7291","Temperature, water",2009-08-26,2009,"deg C","Aug",14.61
"7292","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.34
"7293","pH",2009-08-26,2009,"pH","Aug",7.14
"7294","Temperature, water",2009-08-26,2009,"deg C","Aug",14.26
"7295","pH",2009-08-26,2009,"pH","Aug",7.28
"7296","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.45
"7297","Temperature, water",2009-08-26,2009,"deg C","Aug",14.4
"7298","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.2
"7299","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.41
"7300","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.64
"7301","Temperature, water",2009-08-26,2009,"deg C","Aug",9.28
"7302","pH",2009-08-26,2009,"pH","Aug",7.15
"7303","Temperature, water",2009-08-26,2009,"deg C","Aug",14.52
"7304","pH",2009-08-26,2009,"pH","Aug",6.91
"7305","Temperature, water",2009-08-26,2009,"deg C","Aug",13.46
"7306","pH",2009-08-26,2009,"pH","Aug",6.71
"7307","pH",2009-08-26,2009,"pH","Aug",6.85
"7308","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.03
"7309","Temperature, water",2009-08-26,2009,"deg C","Aug",14.58
"7310","pH",2009-08-26,2009,"pH","Aug",7.13
"7311","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.36
"7312","Temperature, water",2009-08-26,2009,"deg C","Aug",14.19
"7313","pH",2009-08-26,2009,"pH","Aug",7.28
"7314","Temperature, water",2009-08-26,2009,"deg C","Aug",14.32
"7315","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.5
"7316","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.2
"7317","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.42
"7318","Temperature, water",2009-08-26,2009,"deg C","Aug",9.25
"7319","pH",2009-08-26,2009,"pH","Aug",7.16
"7320","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.63
"7321","Temperature, water",2009-08-26,2009,"deg C","Aug",14.5
"7322","pH",2009-08-26,2009,"pH","Aug",6.9
"7323","pH",2009-08-26,2009,"pH","Aug",6.71
"7324","Temperature, water",2009-08-26,2009,"deg C","Aug",13.41
"7325","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.04
"7326","pH",2009-08-26,2009,"pH","Aug",6.85
"7327","Temperature, water",2009-08-26,2009,"deg C","Aug",14.53
"7328","Temperature, water",2009-08-26,2009,"deg C","Aug",14.11
"7329","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.45
"7330","pH",2009-08-26,2009,"pH","Aug",7.13
"7331","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.5
"7332","Temperature, water",2009-08-26,2009,"deg C","Aug",14.24
"7333","pH",2009-08-26,2009,"pH","Aug",7.28
"7334","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.2
"7335","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.42
"7336","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.61
"7337","Temperature, water",2009-08-26,2009,"deg C","Aug",9.22
"7338","pH",2009-08-26,2009,"pH","Aug",7.16
"7339","pH",2009-08-26,2009,"pH","Aug",6.9
"7340","Temperature, water",2009-08-26,2009,"deg C","Aug",14.47
"7341","pH",2009-08-26,2009,"pH","Aug",6.71
"7342","Temperature, water",2009-08-26,2009,"deg C","Aug",13.37
"7343","Temperature, water",2009-08-26,2009,"deg C","Aug",14.52
"7344","pH",2009-08-26,2009,"pH","Aug",6.85
"7345","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.03
"7346","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.46
"7347","pH",2009-08-26,2009,"pH","Aug",7.14
"7348","Temperature, water",2009-08-26,2009,"deg C","Aug",14.03
"7349","pH",2009-08-26,2009,"pH","Aug",7.29
"7350","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.5
"7351","Temperature, water",2009-08-26,2009,"deg C","Aug",14.17
"7352","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.22
"7353","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.42
"7354","Temperature, water",2009-08-26,2009,"deg C","Aug",9.2
"7355","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.61
"7356","pH",2009-08-26,2009,"pH","Aug",7.16
"7357","Temperature, water",2009-08-26,2009,"deg C","Aug",14.45
"7358","pH",2009-08-26,2009,"pH","Aug",6.91
"7359","Temperature, water",2009-08-26,2009,"deg C","Aug",13.3
"7360","pH",2009-08-26,2009,"pH","Aug",6.71
"7361","pH",2009-08-26,2009,"pH","Aug",6.83
"7362","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.05
"7363","Temperature, water",2009-08-26,2009,"deg C","Aug",14.48
"7364","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.46
"7365","pH",2009-08-26,2009,"pH","Aug",7.14
"7366","Temperature, water",2009-08-26,2009,"deg C","Aug",13.96
"7367","Temperature, water",2009-08-26,2009,"deg C","Aug",14.09
"7368","pH",2009-08-26,2009,"pH","Aug",7.29
"7369","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.5
"7370","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.23
"7371","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.43
"7372","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.63
"7373","pH",2009-08-26,2009,"pH","Aug",7.16
"7374","Temperature, water",2009-08-26,2009,"deg C","Aug",9.17
"7375","pH",2009-08-26,2009,"pH","Aug",6.9
"7376","Temperature, water",2009-08-26,2009,"deg C","Aug",14.43
"7377","Temperature, water",2009-08-26,2009,"deg C","Aug",13.25
"7378","pH",2009-08-26,2009,"pH","Aug",6.71
"7379","Temperature, water",2009-08-26,2009,"deg C","Aug",14.45
"7380","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.05
"7381","pH",2009-08-26,2009,"pH","Aug",6.83
"7382","Temperature, water",2009-08-26,2009,"deg C","Aug",13.88
"7383","pH",2009-08-26,2009,"pH","Aug",7.14
"7384","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.48
"7385","pH",2009-08-26,2009,"pH","Aug",7.28
"7386","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.52
"7387","Temperature, water",2009-08-26,2009,"deg C","Aug",14.02
"7388","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.22
"7389","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.42
"7390","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.66
"7391","pH",2009-08-26,2009,"pH","Aug",7.16
"7392","Temperature, water",2009-08-26,2009,"deg C","Aug",9.15
"7393","pH",2009-08-26,2009,"pH","Aug",6.91
"7394","Temperature, water",2009-08-26,2009,"deg C","Aug",14.4
"7395","pH",2009-08-26,2009,"pH","Aug",6.7
"7396","Temperature, water",2009-08-26,2009,"deg C","Aug",13.2
"7397","Temperature, water",2009-08-26,2009,"deg C","Aug",14.42
"7398","pH",2009-08-26,2009,"pH","Aug",6.83
"7399","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.08
"7400","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.49
"7401","Temperature, water",2009-08-26,2009,"deg C","Aug",13.82
"7402","pH",2009-08-26,2009,"pH","Aug",7.14
"7403","pH",2009-08-26,2009,"pH","Aug",7.29
"7404","Temperature, water",2009-08-26,2009,"deg C","Aug",13.95
"7405","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.56
"7406","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.24
"7407","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.42
"7408","pH",2009-08-26,2009,"pH","Aug",7.16
"7409","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.7
"7410","Temperature, water",2009-08-26,2009,"deg C","Aug",9.12
"7411","Temperature, water",2009-08-26,2009,"deg C","Aug",14.39
"7412","pH",2009-08-26,2009,"pH","Aug",6.91
"7413","Temperature, water",2009-08-26,2009,"deg C","Aug",13.15
"7414","pH",2009-08-26,2009,"pH","Aug",6.71
"7415","Temperature, water",2009-08-26,2009,"deg C","Aug",14.38
"7416","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.16
"7417","pH",2009-08-26,2009,"pH","Aug",6.85
"7418","Temperature, water",2009-08-26,2009,"deg C","Aug",13.76
"7419","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.55
"7420","pH",2009-08-26,2009,"pH","Aug",7.14
"7421","Temperature, water",2009-08-26,2009,"deg C","Aug",13.89
"7422","pH",2009-08-26,2009,"pH","Aug",7.29
"7423","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.58
"7424","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.23
"7425","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.43
"7426","pH",2009-08-26,2009,"pH","Aug",7.17
"7427","Temperature, water",2009-08-26,2009,"deg C","Aug",9.1
"7428","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.72
"7429","pH",2009-08-26,2009,"pH","Aug",6.92
"7430","Temperature, water",2009-08-26,2009,"deg C","Aug",14.38
"7431","pH",2009-08-26,2009,"pH","Aug",6.72
"7432","Temperature, water",2009-08-26,2009,"deg C","Aug",13.1
"7433","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.27
"7434","Temperature, water",2009-08-26,2009,"deg C","Aug",14.38
"7435","pH",2009-08-26,2009,"pH","Aug",6.86
"7436","Temperature, water",2009-08-26,2009,"deg C","Aug",13.7
"7437","pH",2009-08-26,2009,"pH","Aug",7.15
"7438","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.64
"7439","Temperature, water",2009-08-26,2009,"deg C","Aug",13.84
"7440","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.6
"7441","pH",2009-08-26,2009,"pH","Aug",7.3
"7442","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.25
"7443","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.42
"7444","pH",2009-08-26,2009,"pH","Aug",7.17
"7445","Temperature, water",2009-08-26,2009,"deg C","Aug",9.08
"7446","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.75
"7447","Temperature, water",2009-08-26,2009,"deg C","Aug",14.37
"7448","pH",2009-08-26,2009,"pH","Aug",6.92
"7449","pH",2009-08-26,2009,"pH","Aug",6.72
"7450","Temperature, water",2009-08-26,2009,"deg C","Aug",13.07
"7451","pH",2009-08-26,2009,"pH","Aug",6.87
"7452","Temperature, water",2009-08-26,2009,"deg C","Aug",14.37
"7453","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.44
"7454","pH",2009-08-26,2009,"pH","Aug",7.17
"7455","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.73
"7456","Temperature, water",2009-08-26,2009,"deg C","Aug",13.66
"7457","Temperature, water",2009-08-26,2009,"deg C","Aug",13.79
"7458","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.71
"7459","pH",2009-08-26,2009,"pH","Aug",7.31
"7460","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.29
"7461","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.42
"7462","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.76
"7463","pH",2009-08-26,2009,"pH","Aug",7.18
"7464","Temperature, water",2009-08-26,2009,"deg C","Aug",9.06
"7465","Temperature, water",2009-08-26,2009,"deg C","Aug",14.38
"7466","pH",2009-08-26,2009,"pH","Aug",6.93
"7467","pH",2009-08-26,2009,"pH","Aug",6.73
"7468","Temperature, water",2009-08-26,2009,"deg C","Aug",13.05
"7469","Temperature, water",2009-08-26,2009,"deg C","Aug",14.35
