"","applied_amount","measurement_unit","applied_date","applied_year","practice_code","practice_name","program","land_use","land_unit_id","land_unit_acres","huc12","affiliate_type","land_unit_has_multiple_instances_of_same_practice_code","land_unit_has_multiple_instances_of_same_practice_code_applied_the_same_year","duplicates_id_yr_code","duplicates_id_yr_code_amt","flagged_for_removal"
"6232",34.8,"Ac",2023-09-22,2023,"E595A","Reduce risk of pesticides in surface water by utilizing precision pesticide application techniques","CStwP","Crop","{B775A683-29A9-458A-B01F-6D0B28457C25}",34.8,"170701020308","NRCS","no","no",1,1,0
"6233",101.8,"Ac",2017-01-18,2017,"327","Conservation Cover","CRP","Crop","{B779D8A2-6B40-4667-B319-6DCCF3CAA1BB}",101.8,"170601070805","NRCS","yes","yes",1,1,0
"6234",101.8,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{B779D8A2-6B40-4667-B319-6DCCF3CAA1BB}",101.8,"170601070805","NRCS","no","no",1,1,0
"6235",39,"Ac",2020-09-01,2020,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{B77E96D5-AC41-4DFE-97FD-05050BD68C60}",39.04,"170701020308","NRCS","no","no",1,1,0
"6236",39,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{B77E96D5-AC41-4DFE-97FD-05050BD68C60}",39.04,"170701020308","NRCS","yes","no",1,1,0
"6237",39,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{B77E96D5-AC41-4DFE-97FD-05050BD68C60}",39.04,"170701020308","NRCS","yes","no",1,1,0
"6238",39,"Ac",2015-10-01,2016,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{B77E96D5-AC41-4DFE-97FD-05050BD68C60}",39.04,"170701020308","NRCS","yes","yes",1,1,0
"6239",3.3,"Ac",2021-09-27,2021,"590","Nutrient Management","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6240",3.3,"Ac",2022-09-15,2022,"590","Nutrient Management","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6241",3.3,"Ac",2023-08-25,2023,"590","Nutrient Management","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6242",3.3,"Ac",2021-09-27,2021,"595","Pest Management Conservation System","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6243",3.3,"Ac",2022-09-15,2022,"595","Pest Management Conservation System","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6244",3.3,"Ac",2023-08-25,2023,"595","Pest Management Conservation System","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6245",3.3,"Ac",2021-09-27,2021,"E329D","No till system to increase soil health and soil organic matter content","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6246",3.3,"Ac",2022-09-15,2022,"E329D","No till system to increase soil health and soil organic matter content","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6247",3.3,"Ac",2023-08-25,2023,"E329D","No till system to increase soil health and soil organic matter content","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6248",3.3,"Ac",2021-09-27,2021,"E590A","Improving nutrient uptake efficiency and reducing risk of nutrient losses","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6249",3.3,"Ac",2022-09-15,2022,"E590A","Improving nutrient uptake efficiency and reducing risk of nutrient losses","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6250",3.3,"Ac",2023-08-25,2023,"E590A","Improving nutrient uptake efficiency and reducing risk of nutrient losses","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6251",3.3,"Ac",2021-09-27,2021,"E595B","Reduce risk of pesticides in water and air by utilizing IPM PAMS techniques","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6252",3.3,"Ac",2022-09-15,2022,"E595B","Reduce risk of pesticides in water and air by utilizing IPM PAMS techniques","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6253",3.3,"Ac",2023-08-25,2023,"E595B","Reduce risk of pesticides in water and air by utilizing IPM PAMS techniques","CStwP","Crop","{B79D1CCE-46D9-449C-B0F4-0A080D71478F}",3.3,"170601070504","Other source","yes","no",1,1,0
"6254",10.5,"Ac",2017-01-13,2017,"327","Conservation Cover","CRP","Crop","{B7A426B2-80D7-41E2-802D-67C4AC40A7CC}",10.5,"170601070504","NRCS","yes","yes",1,1,0
"6255",10.5,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{B7A426B2-80D7-41E2-802D-67C4AC40A7CC}",10.5,"170601070504","NRCS","no","no",1,1,0
"6256",20.3,"Ac",2016-10-30,2017,"327","Conservation Cover","CTA-GENRL","Crop","{B7BD2E2B-A5C3-44DC-90E4-3D2F1BCC86B3}",20.3,"170601070701","NRCS","yes","yes",1,1,0
"6257",20.3,"Ac",2016-10-30,2017,"472","Access Control","CTA-GENRL","Crop","{B7BD2E2B-A5C3-44DC-90E4-3D2F1BCC86B3}",20.3,"170601070701","NRCS","no","no",1,1,0
"6258",7.6,"Ac",2011-10-01,2012,"327","Conservation Cover","CRP","Crop","{B7C0ED8B-93D1-4A29-9F89-DA9A21E7C09E}",7.6,"170601070807","NRCS","yes","yes",1,1,0
"6259",7.6,"Ac",2011-10-01,2012,"472","Access Control","CRP","Crop","{B7C0ED8B-93D1-4A29-9F89-DA9A21E7C09E}",7.6,"170601070807","NRCS","no","no",1,1,0
"6260",7.6,"Ac",2011-10-01,2012,"645","Upland Wildlife Habitat Management","CRP","Crop","{B7C0ED8B-93D1-4A29-9F89-DA9A21E7C09E}",7.6,"170601070807","NRCS","no","no",1,1,0
"6261",186.9,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{B7DC34D8-9552-4217-A8EB-6AD71D6F4F17}",186.9,"170701020601","NRCS","yes","no",1,1,0
"6262",186.9,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{B7DC34D8-9552-4217-A8EB-6AD71D6F4F17}",186.9,"170701020601","NRCS","yes","no",1,1,0
"6263",4.2,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Other Rural Land","{B7E5DE39-7422-4BCB-AD36-C86652E0F87B}",4.2,"170701020601","NRCS","yes","no",1,1,0
"6264",4.2,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Other Rural Land","{B7E5DE39-7422-4BCB-AD36-C86652E0F87B}",4.2,"170701020601","NRCS","yes","no",1,1,0
"6265",92.2,"Ac",2021-09-27,2021,"590","Nutrient Management","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6266",92.2,"Ac",2022-09-15,2022,"590","Nutrient Management","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6267",92.2,"Ac",2023-08-25,2023,"590","Nutrient Management","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6268",92.2,"Ac",2021-09-27,2021,"595","Pest Management Conservation System","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6269",92.2,"Ac",2022-09-15,2022,"595","Pest Management Conservation System","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6270",92.2,"Ac",2023-08-25,2023,"595","Pest Management Conservation System","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6271",92.2,"Ac",2021-09-27,2021,"E329D","No till system to increase soil health and soil organic matter content","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6272",92.2,"Ac",2022-09-15,2022,"E329D","No till system to increase soil health and soil organic matter content","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6273",92.2,"Ac",2023-08-25,2023,"E329D","No till system to increase soil health and soil organic matter content","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6274",92.2,"Ac",2021-09-27,2021,"E590A","Improving nutrient uptake efficiency and reducing risk of nutrient losses","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6275",92.2,"Ac",2022-09-15,2022,"E590A","Improving nutrient uptake efficiency and reducing risk of nutrient losses","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6276",92.2,"Ac",2023-08-25,2023,"E590A","Improving nutrient uptake efficiency and reducing risk of nutrient losses","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6277",92.2,"Ac",2021-09-27,2021,"E595B","Reduce risk of pesticides in water and air by utilizing IPM PAMS techniques","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6278",92.2,"Ac",2022-09-15,2022,"E595B","Reduce risk of pesticides in water and air by utilizing IPM PAMS techniques","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6279",92.2,"Ac",2023-08-25,2023,"E595B","Reduce risk of pesticides in water and air by utilizing IPM PAMS techniques","CStwP","Crop","{B84FF47A-E89A-46AC-8447-1787FA1AD9C8}",92.2,"170601070805","Other source","yes","no",1,1,0
"6280",38.5,"Ac",2006-08-31,2006,"327","Conservation Cover","CRP","Crop","{B85556A3-C570-4792-9B9E-BE878A7A0647}",38.5,"170701020308","NRCS","yes","yes",1,1,0
"6281",38.5,"Ac",2006-08-31,2006,"472","Access Control","CRP","Crop","{B85556A3-C570-4792-9B9E-BE878A7A0647}",38.5,"170701020308","NRCS","no","no",1,1,0
"6282",38.5,"Ac",2006-08-31,2006,"595","Pest Management Conservation System","CRP","Crop","{B85556A3-C570-4792-9B9E-BE878A7A0647}",38.5,"170701020308","NRCS","no","no",1,1,0
"6283",38.5,"Ac",2006-08-31,2006,"645","Upland Wildlife Habitat Management","CRP","Crop","{B85556A3-C570-4792-9B9E-BE878A7A0647}",38.5,"170701020308","NRCS","no","no",1,1,0
"6284",38.8,"Ac",2023-09-29,2023,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{B86CC386-888F-4910-84E0-9CD2C0CA9A6F}",38.8,"170601070505","NRCS","no","no",1,1,0
"6285",188.8,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Crop","{B8714B64-BC20-4783-85B6-8C19141A2828}",188.8,"170601070805","NRCS","yes","yes",1,1,0
"6286",188.8,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{B8714B64-BC20-4783-85B6-8C19141A2828}",188.8,"170601070805","NRCS","no","no",1,1,0
"6287",58.5,"Ac",2017-01-24,2017,"327","Conservation Cover","CTA-GENRL","Crop","{B8788DDC-67B4-46C2-918B-631D2B3F1DF1}",58.5,"170701020308","NRCS","yes","yes",1,1,0
"6288",58.5,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{B8788DDC-67B4-46C2-918B-631D2B3F1DF1}",58.5,"170701020308","NRCS","no","no",1,1,0
"6289",58.5,"Ac",2016-10-30,2017,"645","Upland Wildlife Habitat Management","CRP","Crop","{B8788DDC-67B4-46C2-918B-631D2B3F1DF1}",58.5,"170701020308","NRCS","no","no",1,1,0
"6290",58.5,"Ac",2011-10-30,2012,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{B8788DDC-67B4-46C2-918B-631D2B3F1DF1}",58.5,"170701020308","NRCS","yes","no",1,1,0
"6291",58.5,"Ac",2012-10-30,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{B8788DDC-67B4-46C2-918B-631D2B3F1DF1}",58.5,"170701020308","NRCS","yes","yes",1,1,0
"6292",58.5,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{B8788DDC-67B4-46C2-918B-631D2B3F1DF1}",58.5,"170701020308","NRCS","yes","no",1,1,0
"6293",58.5,"Ac",2015-08-26,2015,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{B8788DDC-67B4-46C2-918B-631D2B3F1DF1}",58.5,"170701020308","NRCS","yes","no",1,1,0
"6294",28.4,"Ac",2010-10-30,2011,"327","Conservation Cover","CRP","Crop","{B87E4F8C-011D-4679-8A53-1A3A255CFABB}",28.4,"170701020401","NRCS","yes","no",1,1,0
"6295",28.4,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Crop","{B87E4F8C-011D-4679-8A53-1A3A255CFABB}",28.4,"170701020401","NRCS","yes","no",1,1,0
"6296",28.4,"Ac",2010-10-30,2011,"472","Access Control","CRP","Crop","{B87E4F8C-011D-4679-8A53-1A3A255CFABB}",28.4,"170701020401","NRCS","no","no",1,1,0
"6297",28.4,"Ac",2010-10-30,2011,"645","Upland Wildlife Habitat Management","CRP","Crop","{B87E4F8C-011D-4679-8A53-1A3A255CFABB}",28.4,"170701020401","NRCS","no","no",1,1,0
"6298",99,"Ac",2023-09-15,2023,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{B89B74F5-393F-4C10-A669-9D222A99929A}",99,"170701020402","NRCS","no","no",1,1,0
"6299",99,"Ac",2023-09-15,2023,"590","Nutrient Management","CTA-GENRL","Crop","{B89B74F5-393F-4C10-A669-9D222A99929A}",99,"170701020402","NRCS","no","no",1,1,0
"6300",99,"Ac",2021-09-30,2021,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{B89B74F5-393F-4C10-A669-9D222A99929A}",99,"170701020402","Other source","yes","no",1,1,0
"6301",99,"Ac",2022-09-30,2022,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{B89B74F5-393F-4C10-A669-9D222A99929A}",99,"170701020402","Other source","yes","no",1,1,0
"6302",99,"Ac",2023-09-30,2023,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{B89B74F5-393F-4C10-A669-9D222A99929A}",99,"170701020402","Other source","yes","no",1,1,0
"6303",99,"Ac",2021-09-30,2021,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{B89B74F5-393F-4C10-A669-9D222A99929A}",99,"170701020402","Other source","yes","no",1,1,0
"6304",99,"Ac",2022-09-30,2022,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{B89B74F5-393F-4C10-A669-9D222A99929A}",99,"170701020402","Other source","yes","no",1,1,0
"6305",99,"Ac",2023-09-30,2023,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{B89B74F5-393F-4C10-A669-9D222A99929A}",99,"170701020402","Other source","yes","no",1,1,0
"6306",296.1,"Ac",2006-10-19,2007,"329","Residue and Tillage Management, No Till","EQIP","Crop","{B8B3D0AB-BC71-44DD-8110-064BED1C2CEB}",296.1,"170701020504","NRCS","yes","no",1,1,0
"6307",296.1,"Ac",2008-11-03,2009,"329","Residue and Tillage Management, No Till","EQIP","Crop","{B8B3D0AB-BC71-44DD-8110-064BED1C2CEB}",296.1,"170701020504","NRCS","yes","no",1,1,0
"6308",296.1,"Ac",2010-10-29,2011,"329","Residue and Tillage Management, No Till","EQIP","Crop","{B8B3D0AB-BC71-44DD-8110-064BED1C2CEB}",296.1,"170701020504","NRCS","yes","no",1,1,0
"6309",2.7,"Ac",2017-02-01,2017,"327","Conservation Cover","CRP","Crop","{B8B99C2D-A7C0-4603-8BA7-B4FC4B597D9B}",2.7,"170601070703","NRCS","yes","yes",1,1,0
"6310",2.7,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{B8B99C2D-A7C0-4603-8BA7-B4FC4B597D9B}",2.7,"170601070703","NRCS","no","no",1,1,0
"6311",80,"Ac",2011-05-31,2011,"590","Nutrient Management","EQIP","Crop","{B9053FD0-9C6D-4E4E-9BED-544441EDB398}",80,"170601070805","NRCS","no","no",1,1,0
"6312",80,"Ac",2011-05-31,2011,"595","Pest Management Conservation System","EQIP","Crop","{B9053FD0-9C6D-4E4E-9BED-544441EDB398}",80,"170601070805","NRCS","no","no",1,1,0
"6313",84,"Ac",2008-10-30,2009,"327","Conservation Cover","CRP","Crop","{B90D94FF-CB9C-4237-BD51-55AA926FB2AF}",84,"170601070505","NRCS","yes","no",1,1,0
"6314",84,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Crop","{B90D94FF-CB9C-4237-BD51-55AA926FB2AF}",84,"170601070505","NRCS","yes","no",1,1,0
"6315",84,"Ac",2008-10-30,2009,"472","Access Control","CRP","Crop","{B90D94FF-CB9C-4237-BD51-55AA926FB2AF}",84,"170601070505","NRCS","no","no",1,1,0
"6316",84,"Ac",2008-10-30,2009,"645","Upland Wildlife Habitat Management","CRP","Crop","{B90D94FF-CB9C-4237-BD51-55AA926FB2AF}",84,"170601070505","NRCS","no","no",1,1,0
"6317",118.1,"Ac",2023-09-15,2023,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{B91A9906-41CD-43BD-8D05-F9B0CE4AD5C8}",118.1,"170601070607","NRCS","no","no",1,1,0
"6318",118.1,"Ac",2023-09-15,2023,"590","Nutrient Management","CTA-GENRL","Crop","{B91A9906-41CD-43BD-8D05-F9B0CE4AD5C8}",118.1,"170601070607","NRCS","no","no",1,1,0
"6319",118.1,"Ac",2021-09-30,2021,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{B91A9906-41CD-43BD-8D05-F9B0CE4AD5C8}",118.1,"170601070607","Other source","yes","no",1,1,0
"6320",118.1,"Ac",2022-09-30,2022,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{B91A9906-41CD-43BD-8D05-F9B0CE4AD5C8}",118.1,"170601070607","Other source","yes","no",1,1,0
"6321",118.1,"Ac",2023-09-30,2023,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{B91A9906-41CD-43BD-8D05-F9B0CE4AD5C8}",118.1,"170601070607","Other source","yes","no",1,1,0
"6322",118.1,"Ac",2021-09-30,2021,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{B91A9906-41CD-43BD-8D05-F9B0CE4AD5C8}",118.1,"170601070607","Other source","yes","no",1,1,0
"6323",118.1,"Ac",2022-09-30,2022,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{B91A9906-41CD-43BD-8D05-F9B0CE4AD5C8}",118.1,"170601070607","Other source","yes","no",1,1,0
"6324",118.1,"Ac",2023-09-30,2023,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{B91A9906-41CD-43BD-8D05-F9B0CE4AD5C8}",118.1,"170601070607","Other source","yes","no",1,1,0
"6325",3.1,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Crop","{B944E890-B135-4E92-8B96-05875DAC8FBD}",3.1,"170601070505","NRCS","yes","no",1,1,0
"6326",3.1,"Ac",2014-10-30,2015,"327","Conservation Cover","CRP","Crop","{B944E890-B135-4E92-8B96-05875DAC8FBD}",3.1,"170601070505","NRCS","yes","no",1,1,0
"6327",3.1,"Ac",2017-01-13,2017,"327","Conservation Cover","CRP","Crop","{B944E890-B135-4E92-8B96-05875DAC8FBD}",3.1,"170601070505","NRCS","yes","no",1,1,0
"6328",0.9,"Ac",2021-09-17,2021,"329","Residue and Tillage Management, No Till","EQIP","Crop","{B96400E1-3732-450C-A4EC-D1BFC9816269}",0.9,"170601070703","Other source","yes","no",1,1,0
"6329",0.9,"Ac",2022-08-25,2022,"329","Residue and Tillage Management, No Till","EQIP","Crop","{B96400E1-3732-450C-A4EC-D1BFC9816269}",0.9,"170601070703","Other source","yes","no",1,1,0
"6330",0.9,"Ac",2023-09-15,2023,"329","Residue and Tillage Management, No Till","EQIP","Crop","{B96400E1-3732-450C-A4EC-D1BFC9816269}",0.9,"170601070703","Other source","yes","no",1,1,0
"6331",228.8,"Ac",2014-10-30,2015,"328","Conservation Crop Rotation","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","no",1,1,0
"6332",228.8,"Ac",2015-10-30,2016,"328","Conservation Crop Rotation","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","no",1,1,0
"6333",228.8,"Ac",2017-01-12,2017,"328","Conservation Crop Rotation","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","yes",1,1,0
"6334",228.8,"Ac",2014-10-30,2015,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","no",1,1,0
"6335",228.8,"Ac",2015-10-30,2016,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","no",1,1,0
"6336",228.8,"Ac",2016-10-30,2017,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","yes",1,1,0
"6337",228.8,"Ac",2014-10-30,2015,"AIR07","GPS, targeted spray application (SmartSprayer), or other chemical application electronic control tec","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","no",1,1,0
"6338",228.8,"Ac",2015-10-30,2016,"AIR07","GPS, targeted spray application (SmartSprayer), or other chemical application electronic control tec","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","no",1,1,0
"6339",228.8,"Ac",2016-10-30,2017,"AIR07","GPS, targeted spray application (SmartSprayer), or other chemical application electronic control tec","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","yes",1,1,0
"6340",228.8,"Ac",2014-10-30,2015,"WQL05","Apply nutrients no more than 30 days prior to planned planting date","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","no",1,1,0
"6341",228.8,"Ac",2015-10-30,2016,"WQL05","Apply nutrients no more than 30 days prior to planned planting date","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","no",1,1,0
"6342",228.8,"Ac",2016-10-30,2017,"WQL05","Apply nutrients no more than 30 days prior to planned planting date","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","yes",1,1,0
"6343",228.8,"Ac",2014-10-30,2015,"WQL09","Apply phosphorus fertilizer below soil surface","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","no",1,1,0
"6344",228.8,"Ac",2015-10-30,2016,"WQL09","Apply phosphorus fertilizer below soil surface","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","no",1,1,0
"6345",228.8,"Ac",2016-10-30,2017,"WQL09","Apply phosphorus fertilizer below soil surface","CStwP","Crop","{B982FA89-AC82-4A75-B23A-420B022474F5}",228.8,"170601070806","NRCS","yes","yes",1,1,0
"6346",22.7,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Crop","{B9DD00F5-930D-4B36-B673-E87678D2DB83}",24.22,"170601070806","NRCS","yes","no",1,1,0
"6347",22.7,"Ac",2014-10-30,2015,"327","Conservation Cover","CRP","Crop","{B9DD00F5-930D-4B36-B673-E87678D2DB83}",24.22,"170601070806","NRCS","yes","no",1,1,0
"6348",22.7,"Ac",2017-01-13,2017,"327","Conservation Cover","CRP","Crop","{B9DD00F5-930D-4B36-B673-E87678D2DB83}",24.22,"170601070806","NRCS","yes","no",1,1,0
"6349",24.2,"Ac",2020-09-28,2020,"327","Conservation Cover","CTA-GENRL","Crop","{B9DD00F5-930D-4B36-B673-E87678D2DB83}",24.22,"170601070806","NRCS","yes","yes",1,1,0
"6350",24.2,"Ac",2020-09-28,2020,"472","Access Control","CTA-GENRL","Crop","{B9DD00F5-930D-4B36-B673-E87678D2DB83}",24.22,"170601070806","NRCS","yes","yes",1,1,0
"6351",10,"Ac",2012-09-18,2012,"327","Conservation Cover","CRP","Crop","{B9DEEB7C-12EE-4BC5-8420-FF1B36EC933B}",10,"170601070805","NRCS","yes","no",1,1,0
"6352",10,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Crop","{B9DEEB7C-12EE-4BC5-8420-FF1B36EC933B}",10,"170601070805","NRCS","yes","no",1,1,0
"6353",10,"Ac",2012-09-18,2012,"472","Access Control","CRP","Crop","{B9DEEB7C-12EE-4BC5-8420-FF1B36EC933B}",10,"170601070805","NRCS","no","no",1,1,0
"6354",10,"Ac",2012-09-18,2012,"645","Upland Wildlife Habitat Management","CRP","Crop","{B9DEEB7C-12EE-4BC5-8420-FF1B36EC933B}",10,"170601070805","NRCS","no","no",1,1,0
"6355",4.1,"Ac",2023-09-01,2023,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{B9E390AD-243A-4AA1-9122-DB2EBC224D81}",4.1,"170701020501","NRCS","yes","yes",1,1,0
"6356",4.1,"Ac",2023-09-01,2023,"WQL05","Apply nutrients no more than 30 days prior to planned planting date","CStwP","Crop","{B9E390AD-243A-4AA1-9122-DB2EBC224D81}",4.1,"170701020501","NRCS","yes","yes",1,1,0
"6357",4.1,"Ac",2023-09-01,2023,"WQL09","Apply phosphorus fertilizer below soil surface","CStwP","Crop","{B9E390AD-243A-4AA1-9122-DB2EBC224D81}",4.1,"170701020501","NRCS","yes","yes",1,1,0
